110	110	W AH N T I AH N;
sarcoidosis	sarcoidosis	S AA R K OI D O S IH S;
sarcoids	sarcoids	S AA R K O AH D Z;
sarcoids	sarcoids	S AA R K OI D Z;
sciatic	sciatic	S AI AE D AH K;
sciatic	sciatic	S AI AE T AH K;
sciatic	sciatic	S AI AE T IH K;
sciatica	sciatica	S AI AE D AH K AH;
sciatica	sciatica	S AI AE T IH K AH;
sciaticas	sciaticas	S AI AE D AH K AH Z;
sciaticas	sciaticas	S AI AE T IH K AH Z;
sciaticus	sciaticus	S AI AE D IH K AH S;
sciaticus	sciaticus	S AI AE T AH K AH S;
sebopsoriasis	sebopsoriasis	S EH B O S AO R AI AH S IH S;
sebopsoriasis	sebopsoriasis	S I B O S AH R AI AH S AH S;
sebopsoriasis	sebopsoriasis	S I B O S AO R AI AH S IH S;
self-compassion	_self_compassion_	S EH L F K AH M P AE SH AH N;
self-politerize	_self_politerize_	S EH L F P AH L IH T ER AI Z;
she has	she_has	SH I AH Z;
short	short	SH AO R T;
sialorrhea	sialorrhea	S AE L AO R I AH;
sialorrhea	sialorrhea	S AI L AO R I AH;
sialorrhea	sialorrhea	S I AH L AO R I AH;
sinograms	sinograms	S AI N AH G R AE M Z;
sinograms	sinograms	S AI N O G R AE M Z;
sinovaginal	sinovaginal	S AI N O V AE JH IH N AH L;
sinovaginal	sinovaginal	S I N O V AE JH IH N AH L;
sinovaginal	sinovaginal	S I N O V AH JH AI N AH L;
siriasis	siriasis	S IH R AI AH S IH S;
speedgel	speedgel	S P I D JH EH L;
sphincter	sphincter	S F I NG T ER;
sphincter	sphincter	S F IH N NG K T ER;
sphincter	sphincter	S F IH NG K T ER;
sphincter	sphincter	S F IH NG T ER;
sphincter of Oddi	_sphincter_of_oddi_	S F IH NG T ER AH V O D I;
spinal	spinal	S P AI N AH L;
spokespuppy	spokespuppy	S P O K S P AH P I;
strep throat	strep_throat	S T R EH P TH R O T;
subtalar	subtalar	S AH B T AE L ER;
subvaginal	subvaginal	S AH B V AE JH AH N AH L;
subvaginal	subvaginal	S AH B V AE JH IH N AH L;
subvaginal	subvaginal	S AH B V AH JH AI N AH L;
suggest advanced	suggest_advanced	S AH G JH EH S T AE D V AE N S T;
suggest advanced	suggest_advanced	S AX G JH EH S T AH D V AE N S;
sulfamethoxazole	sulfamethoxazole	S AH L F AH M EH TH AA K S AH Z O L;
superovolar	superovolar	S U P ER AA V J U L AA R;
superovulation	superovulation	S U P ER AA V J U L EI SH AH N;
supinatory	supinatory	S U P AI N AH T AO R I;
supinatory	supinatory	S U P IH N AH T AO R I;
supraoccipital	supraoccipital	S U P R AH AA K S IH P IH D AH L;
supraoccipital	supraoccipital	S U P R AH AA K S IH P IH T AH L;
supravaginal	supravaginal	S U P R AH V AE JH AH N AH L;
supravaginal	supravaginal	S U P R AH V AH JH AI N AH L;
supravaginalis	supravaginalis	S U P R AH V AE JH AH N AE L AH S;
supravaginalis	supravaginalis	S U P R AH V AE JH AH N AH L IH S;
supravaginalis	supravaginalis	S U P R AH V AH JH AI N AH L AH S;
syncope	syncope	S IH N K AH P I;
syncope	syncope	S IH NG K O P I;
syncope	syncope	S IH NG K O P;
syncopes	syncopes	S IH N K AA P S;
syncopes	syncopes	S IH NG K O P I Z;
syncopic	syncopic	S IH N K AA P IH K;
syncopic	syncopic	S IH N K AH P IH K;
syncopic	syncopic	S IH NG K O P IH K;
syncopizing	syncopizing	S IH NG K AH P AI Z IH NG;
syncopizing	syncopizing	S IH NG K O P AI Z IH NG;
systolic	systolic	S IH S T AA L AH K;
systolic	systolic	S IH S T AA L IH K;
systolic	systolic	S IH S T O L IH K;
talus fracture	talus_fracture	T AE L AH S F R AE K CH ER;
talus fracture	talus_fracture	T EI L AH S F R AE K CH ER;
tape	tape	T EI P;
teleneurologist	teleneurologist	T EH L AH N ER AA L AH JH IH S T;
teleneurologist	teleneurologist	T EH L AH N J UH R AA L AH JH IH S T;
teleneurologist	teleneurologist	T EH L AH N J UH R O L AH JH IH S T;
teleneurologist	teleneurologist	T EH L AH N U R AA L AH JH IH S T;
teleneurologist	teleneurologist	T EH L AH N UH R AA L AH JH IH S T;
teleneurologist	teleneurologist	T EH L AH N UH R AA L AH JH IH S;
teleneurologist	teleneurologist	T EH L EH N J ER AA L AH JH IH S T;
teleneurologists	teleneurologists	T EH L AH N ER AA L AH JH IH S T S;
teleneurologists	teleneurologists	T EH L AH N UH R AA L AH JH IH S S;
teleneurologists	teleneurologists	T EH L AH N UH R AA L AH JH IH S T S;
teleneurologists	teleneurologists	T EH L EH N J ER AA L AH JH IH S T S;
tendonitis	tendonitis	T EH N D AH N AI D AH S;
tendovaginal	tendovaginal	T EH N D O V AE JH AH N AH L;
tendovaginal	tendovaginal	T EH N D O V AH JH AI N AH L;
tendovaginitis	tendovaginitis	T EH N D O V AE JH AH N AI D IH S;
tendovaginitis	tendovaginitis	T EH N D O V AE JH IH N AI T IH S;
tendovaginitis	tendovaginitis	T EH N D O V AH JH AI N AH T IH S;
tenodesis	tenodesis	T EH N AX D I S AX S;
tenodesis	tenodesis	T EH N O D EH S IH S;
tenodesis	tenodesis	T EH N O D I S AX Z;
tenosuture	tenosuture	T EH N AX S U CH AX R;
tenosuture	tenosuture	T EH N O S U CH AX R;
tenosuture	tenosuture	T EH N O S U CH ER;
tenosynovectomy	tenosynovectomy	T I N O S AI N AA V EH K T AH M I;
tenosynovial	tenosynovial	T EH N AA S IH N AA V I AH L;
tenosynovial	tenosynovial	T EH N O S IH N AA V I AH L;
tenosynovial	tenosynovial	T I N AH S IH N AA V I AH L;
tenosynovitis	tenosynovitis	T EH N AA S IH N AA V AI T IH S;
tenosynovitis	tenosynovitis	T EH N O S IH N AA V AI T IH S;
tenosynovitis	tenosynovitis	T EH N O S IH N AH V AI T AH S;
tenosynovitis	tenosynovitis	T EH N O S IH N O V AI T AH S;
tenosynovitis	tenosynovitis	T I N AH S IH N AA V AI T IH S;
tenosynovitis	tenosynovitis	T I N O S AI N AA V AI T AH S;
tenosynovitis	tenosynovitis	T I N O S AI N AA V AI T IH S;
tenosynovium	tenosynovium	T I N O S IH N O V I AH M;
tenovaginitis	tenovaginitis	T EH N O V AE JH AH N AI D IH S;
tenovaginitis	tenovaginitis	T EH N O V AH JH AI N IH T AH S;
tenovaginitis	tenovaginitis	T I N O V AE JH AH N AI T IH S;
tenovaginotomy	tenovaginotomy	T EH N O V AE JH IH N AA T AH M I;
tenovaginotomy	tenovaginotomy	T EH N O V AH JH AI N AA T AH M I;
tenovaginotomy	tenovaginotomy	T I N O V AE JH IH N AA D AH M I;
tensiomyography	tensiomyography	T EH N S I O M AI AA G R AH F I;
test	test	T EH S T;
tetralogies	tetralogies	T EH T R AA L AH JH I Z;
tetralogies	tetralogies	T EH T R AE L AH JH I Z;
tetralogies	tetralogies	T EH T R AH L AH JH I Z;
tetralogy	tetralogy	T EH T R AA L AH JH I;
tetralogy	tetralogy	T EH T R AE L AH JH I;
tetralogy	tetralogy	T EH T R AH L AH JH I;
tetralogy of Fallot	tetralogy_of_fallot_	T EH T R AA L AH JH I AH V F AA L O;
tetralogy of Fallot	tetralogy_of_fallot_	T EH T R AA L AH JH I AH V F AE L AH T;
tetralogy of Fallot	tetralogy_of_fallot_	T EH T R AA L AH JH I AH V F AE L O;
tetralogy of Fallot	tetralogy_of_fallot_	T EH T R AA L AH JH I AH V F AH L O;
therencephalous	therencephalous	TH EH R AH N S EH F AH L AH S;
therencephalous	therencephalous	TH I R EH N S EH F AH L AH S;
therencephalous	therencephalous	TH IH R AH N S EH F AH L AH S;
theriaca	theriaca	TH ER I AE K AH;
thiamazole	thiamazole	TH AI AE M AH Z AA L I;
thiamazole	thiamazole	TH AI AE M AH Z O L;
thiamazole	thiamazole	TH AI AH M AH Z O L;
thiaminase	thiaminase	TH AI AE M IH N EI S;
thiaminase	thiaminase	TH AI AE M IH N EI Z;
thiaminase	thiaminase	TH AI M AH N EI S;
thiamine	thiamine	TH AI AH M AH N;
thiaminium	thiaminium	TH AI AH M IH N I AH M;
thiamycin	thiamycin	TH AI AE M AI S IH N;
thiazesim	thiazesim	TH AH Z IH Z AH M;
thiazide	thiazide	TH AH Z AI D;
thiazide	thiazide	TH AH Z IH T I;
thiazide	thiazide	TH AI AH Z AI D;
thiazide	thiazide	TH I AA Z AI D;
thiazides	thiazides	TH AH Z AI D Z;
thiazides	thiazides	TH AI AH Z AI D Z;
thiazides	thiazides	TH I AE Z AI D Z;
thiazin	thiazin	TH AH Z IH N;
thiazin	thiazin	TH AH Z IH NG;
thiazin	thiazin	TH AI AH Z IH N;
thiazine	thiazine	TH AH Z AI N;
thiazine	thiazine	TH AH Z I N;
thiazine	thiazine	TH AI AH Z AI N;
thiazole	thiazole	TH AH Z AO L;
thiazole	thiazole	TH AH Z O L;
thiazole	thiazole	TH AI AH Z O L;
thiuram	thiuram	TH AI J U R AE M;
thiuram	thiuram	TH AI J U R AH M;
thyroiditis	thyroiditis	TH AI R OI D AI D AH S;
thyromental	thyromental	TH AI R AH M EH N T AH L;
thyromental	thyromental	TH AI R O M EH N T AH L;
tiering	tiering	T IH R IH N G;
tomosynthesis	tomosynthesis	T AO M O S IH TH AH S IH S;
tomotherapy	tomotherapy	T AA M O TH EH R AH P I;
tomotherapy	tomotherapy	T AO M O TH EH R AH P I;
tomotherapy	tomotherapy	T O M O TH EH R AH P I;
transketolase	transketolase	T R AE N Z K I T O L EI S;
transketolation	transketolation	T R AE N S K EH T AH L EI SH AH N;
transketolation	transketolation	T R AE N S K I T O L EI SH AH N;
transvaginal	transvaginal	T R AE N Z V AE JH AH N AH L;
transvaginal	transvaginal	T R AE N Z V AH JH AI N AH L;
transvaginally	transvaginally	T R AE N Z V AE JH AH N AH L I;
transvaginally	transvaginally	T R AE N Z V AH JH AI N AH L I;
trapezia	trapezia	T R AE P I Z I AH;
trapezial	trapezial	T R AE P EH Z I AH L;
trapezial	trapezial	T R AH P EH Z I AH L;
trapeziectomy	trapeziectomy	T R AE P I Z I EH K T AX M I;
trapeziectomy	trapeziectomy	T R AH P I Z I EH K T AX M I;
trigone	trigone	T R AI G O N;
triketohydrindene	triketohydrindene	T R AI K I T AH H AI D R EH N D I N;
triketohydrindene	triketohydrindene	T R AI K I T O H AI D R AI N D I N;
triketohydrindene	triketohydrindene	T R AI K I T O H AI D R IH N D I N;
triketopurine	triketopurine	T R AI K AH T O P J UH R IH N;
triketopurine	triketopurine	T R AI K I T O P J U R I N;
triketopurine	triketopurine	T R I K I T O P J U R I N;
troche	troche	T R AA CH;
troche	troche	T R O CH;
troche	troche	T R O K;
troches	troches	T R AA CH AH Z;
troches	troches	T R O CH I Z;
troches	troches	T R O K I Z;
tubovaginal	tubovaginal	T J U B O V AE JH IH N AH L;
tubovaginal	tubovaginal	T U B O V AE JH AH N AH L;
tubovaginal	tubovaginal	T U B O V AH JH AI N AH L;
tunica vaginalis	tunica_vaginalis	T U N IH K AH V AE JH AH N AH L AH S;
tunica vaginalis	tunica_vaginalis	T U N IH K AH V AE JH IH N AE L IH S;
tunica vaginalis	tunica_vaginalis	T U N IH K AH V AH JH AI N AH L IH S;
turmeric	turmeric	T ER M EH R IH K;
turmeric	turmeric	T U M EH R IH K;
tyroketonuria	tyroketonuria	T AI R AH K I T O N J UH R I AH;
tyroketonuria	tyroketonuria	T AI R O K I T AH N J UH R I AH;
tyroketonuria	tyroketonuria	T IH R AH K I T AH N ER I AH;
uniovular	uniovular	J U N I AA V J U L AH R;
uniovular	uniovular	J U N I O V J U L AH R;
untorn	untorn	AH N T AO R N;
ureterovaginal	ureterovaginal	J U R I T AH R O V AE JH IH N AH L;
ureterovaginal	ureterovaginal	J U R I T AH R O V AH JH AI N AH L;
ureterovaginal	ureterovaginal	J UH R I T ER O V AE JH AH N AH L;
urethrovaginal	urethrovaginal	J ER I TH R O V AH JH IH N AH L;
urethrovaginal	urethrovaginal	J U R I TH R O V AH JH AI N AH L;
urethrovaginal	urethrovaginal	J UH R I TH R O V AE JH IH N AH L;
urethrovaginalis	urethrovaginalis	J ER I TH R O V AE JH AH N AE L IH S;
urethrovaginalis	urethrovaginalis	J U R I TH R O V AH JH AI N AH L AH S;
urethrovaginalis	urethrovaginalis	J UH R I TH R O V AE JH AH N AE L IH S;
ustilaginism	ustilaginism	J U S T AH L AE JH AH N IH Z AH M;
ustilaginism	ustilaginism	J U S T AH L AE JH IH N IH Z AH M;
ustilaginism	ustilaginism	J U S T AH L AH JH IH N IH Z AH M;
uterovaginal	uterovaginal	J U T AH R O V AE JH IH N AH L;
uterovaginal	uterovaginal	J U T ER O V AE JH IH N AH L;
uterovaginal	uterovaginal	J U T ER O V AH JH AI N AH L;
uticaria	uticaria	J U D AX K AA R IH AX;
uticaria	uticaria	J U T AX K AA R I AX;
uticaria	uticaria	J U T IH K AA R I AX;
vagectomy	vagectomy	V AE JH EH K T AH M I;
vagectomy	vagectomy	V AH JH EH K T AH M I;
vagina	vagina	V AE JH IH N AH;
vagina	vagina	V AH JH AI N AH;
vaginae	vaginae	V AE JH IH N EI;
vaginae	vaginae	V AH JH AI N EI;
vaginal	vaginal	V AE JH AH N AH L;
vaginal	vaginal	V AE JH IH N AH L;
vaginal	vaginal	V AH JH AI N AH L;
vaginales	vaginales	V AE JH IH N AH L Z;
vaginales	vaginales	V AH JH AI N AH L Z;
vaginalis	vaginalis	V AE JH IH N AE L IH S;
vaginalis	vaginalis	V AH JH AI N AH L AH S;
vaginally	vaginally	V AE JH IH N AH L I;
vaginally	vaginally	V AH JH AI N AH L I;
vaginapexy	vaginapexy	V AE JH IH N AH P EH K S I;
vaginapexy	vaginapexy	V AH JH AI N AH P EH K S I;
vaginarum	vaginarum	V AE JH IH N ER AH M;
vaginarum	vaginarum	V AH JH AI N ER AH M;
vaginas	vaginas	V AE JH IH N AH Z;
vaginas	vaginas	V AH JH AI N AH Z;
vaginate	vaginate	V AE JH IH N AH T;
vaginate	vaginate	V AE JH IH N EI T;
vaginate	vaginate	V AH JH AI N EI T;
vaginated	vaginated	V AE JH AH N EI T AH D;
vaginated	vaginated	V AE JH AH N EI T IH D;
vaginated	vaginated	V AH JH AI N EI T IH D;
vaginectomy	vaginectomy	V AE JH IH N EH K T AH M I;
vaginectomy	vaginectomy	V AE JH IH N EH K T O M I;
vaginectomy	vaginectomy	V AH JH AI N EH K T AH M I;
vaginism	vaginism	V AE JH IH N IH Z AH M;
vaginismus	vaginismus	V AE JH AH N IH Z M AH S;
vaginismus	vaginismus	V AE JH IH N IH Z M AH S;
vaginitis	vaginitis	V AE JH AH N AI T IH S;
vaginitis	vaginitis	V AE JH IH N AI D AH S;
vaginitis	vaginitis	V AH JH AI N AH T IH S;
vaginoabdominal	vaginoabdominal	V AE JH IH N O AE B D AA M IH N AH L;
vaginoabdominal	vaginoabdominal	V AH JH AI N O AE B D AA M AH N AH L;
vaginoabdominal	vaginoabdominal	V AH JH AI N O AH B D AA M IH N AH L;
vaginocele	vaginocele	V AE JH AH N O S EH L;
vaginocele	vaginocele	V AE JH IH N O S I L;
vaginocele	vaginocele	V AH JH AI N O S EH L;
vaginocele	vaginocele	V AH JH AI N O S I L;
vaginodynia	vaginodynia	V AE JH AH N O D AI N I AH;
vaginodynia	vaginodynia	V AE JH AH N O D IH N I AH;
vaginodynia	vaginodynia	V AH JH AI N O D AI N I AH;
vaginodynia	vaginodynia	V AH JH AI N O D IH N AH;
vaginofixation	vaginofixation	V AE JH AH N O F IH K S EI SH AH N;
vaginofixation	vaginofixation	V AH JH AI N O F IH K S EI SH AH N;
vaginogram	vaginogram	V AE JH IH N O G R AE M;
vaginogram	vaginogram	V AH JH AI N O G R AE M;
vaginohysterectomy	vaginohysterectomy	V AE JH AH N O H IH S T ER EH K T AH M I;
vaginohysterectomy	vaginohysterectomy	V AH JH AI N O H IH S T ER EH K T AH M I;
vaginolabial	vaginolabial	V AE JH AH N O L EI B I AH L;
vaginolabial	vaginolabial	V AE JH IH N O L EI B AI AH L;
vaginolabial	vaginolabial	V AH JH AI N O L EI B I AH L;
vaginomycosis	vaginomycosis	V AE JH IH N O M AI K O S IH S;
vaginomycosis	vaginomycosis	V AH JH AI N O M AI K O S IH S;
vaginopathy	vaginopathy	V AE JH AH N AA P AE TH I;
vaginopathy	vaginopathy	V AH JH AI N O P AE TH I;
vaginoperineal	vaginoperineal	V AE JH AH N O P EH R IH N I AH L;
vaginoperineal	vaginoperineal	V AH JH AI N O P EH R I N I AH L;
vaginoperineal	vaginoperineal	V AH JH AI N O P EH R IH N I AH L;
vaginoperineoplasty	vaginoperineoplasty	V AE JH IH N O P EH R IH N I O P L AE S T I;
vaginoperineoplasty	vaginoperineoplasty	V AH JH AI N O P EH R IH N I AH P L AE S T I;
vaginoperineoplasty	vaginoperineoplasty	V AH JH AI N O P EH R IH N I O P L AE S T I;
vaginoperineorrhaphy	vaginoperineorrhaphy	V AE JH IH N O P EH R IH N I AO R AH F I;
vaginoperineorrhaphy	vaginoperineorrhaphy	V AH JH AI N O P EH R IH N I AO R AE F I;
vaginoperineorrhaphy	vaginoperineorrhaphy	V AH JH AI N O P EH R IH N I O R AE F I;
vaginoperineotomy	vaginoperineotomy	V AE JH AH N O P EH R IH N I AO T AH M I;
vaginoperineotomy	vaginoperineotomy	V AE JH IH N O P EH R IH N I AA D AH M I;
vaginoperineotomy	vaginoperineotomy	V AH JH AI N O P EH R IH N I AA T AH M I;
vaginoperitoneal	vaginoperitoneal	V AE JH IH N O P EH R IH T O N I AH L;
vaginoperitoneal	vaginoperitoneal	V AH JH AI N O P EH R IH T O N I AH L;
vaginopexy	vaginopexy	V AE JH AH N O P EH K S I;
vaginopexy	vaginopexy	V AH JH AI N O P EH K S I;
vaginoplasty	vaginoplasty	V AE JH AH N O P L AE S T I;
vaginoplasty	vaginoplasty	V AH JH AI N O P L AE S T I;
vaginorectal	vaginorectal	V AE JH AH N O R EH K T AH L;
vaginorectal	vaginorectal	V AH JH AI N O R EH K T AH L;
vaginoscope	vaginoscope	V AE JH IH N O S K O P;
vaginoscope	vaginoscope	V AH JH AI N AH S K O P;
vaginoscope	vaginoscope	V AH JH AI N O S K O P;
vaginoscopy	vaginoscopy	V AE JH IH N AA S K AA P I;
vaginoscopy	vaginoscopy	V AH JH AI N O S K AA P I;
vaginoscopy	vaginoscopy	V AH JH AI N AA S K AH P I;
vaginosis	vaginosis	V AE JH IH N O S IH S;
vaginosis	vaginosis	V AH JH AI N O S AH S;
vaginosis	vaginosis	V AH JH AI N O S IH S;
vaginotomy	vaginotomy	V AE JH IH N AA T AH M I;
vaginotomy	vaginotomy	V AH JH AI N AA T AH M I;
vaginovesical	vaginovesical	V AE JH IH N O V EH S IH K AH L;
vaginovesical	vaginovesical	V AH JH AI N O V EH S IH K AH L;
vaginovulvar	vaginovulvar	V AE JH AH N O V AH L V AA R;
vaginovulvar	vaginovulvar	V AH JH AI N O V AH L V AA R;
vagisil	vagisil	V AE JH IH S IH L;
vagitus	vagitus	V AE JH AI T AH S;
vagitus	vagitus	V AE JH IH T AH S;
vagitus	vagitus	V AH JH AI T AH S;
van Gieson	van_gieson	V AE N G AI S AH N;
van Gieson	van_gieson	V AE N G I S AH N;
varicose	varicose	V AE R I K O S;
varicose	varicose	V EH R AH K O S;
varicosed	varicosed	V AA R IH K AH S T;
varicoses	varicoses	V EH R AH K O S AH Z;
varicoses	varicoses	V EH R AH K O S I Z;
varicoses	varicoses	V EH R AH K O S IH Z;
varicosis	varicosis	V AE R I K O S IH S;
varicosis	varicosis	V AE R IH K O S IH S;
varicosis	varicosis	V EH R AH K O S IH S;
varicosities	varicosities	V AE R I K AO S IH T I Z;
varicosities	varicosities	V AE R IH K AO S IH T I Z;
varicosities	varicosities	V EH R AH K AA S AH D I Z;
varicosities	varicosities	V EH R IH K AA S IH T I Z;
varicosity	varicosity	V AE R I K AO S IH T I;
varicosity	varicosity	V AE R IH K AO S IH T I;
varicosity	varicosity	V EH R AH K AA S AH D I;
varicosity	varicosity	V EH R IH K AA S IH T I;
varicosity	varicosity	V EH R IH K AO S IH T I;
varicotomy	varicotomy	V AE R I K AO T AH M I;
varicotomy	varicotomy	V EH R AH K AA T AH M I;
varicotomy	varicotomy	V EH R IH K AA T AH M I;
verminosis	verminosis	V ER M IH N O S AH S;
verminosis	verminosis	V ER M IH N O S IH S;
vertebrogenic	vertebrogenic	V ER D AH B R O JH EH N AH K;
vertebrogenic	vertebrogenic	V ER T IH B R O JH EH N AH K;
vesicouterovaginal	vesicouterovaginal	V EH S IH K O J U T AH R O V AE JH IH N AH L;
vesicouterovaginal	vesicouterovaginal	V EH S IH K O J U T AH R O V AH JH AI N AH L;
vesicouterovaginal	vesicouterovaginal	V EH Z IH K O J U T AH R O V AE JH AI N AH L;
vesicovaginal	vesicovaginal	V EH S IH K O V AE JH IH N AH L;
vesicovaginal	vesicovaginal	V EH S IH K O V AH JH AI N AH L;
vesicovaginalis	vesicovaginalis	V EH S IH K O V AE JH AH N AE L IH S;
vesicovaginalis	vesicovaginalis	V EH S IH K O V AH JH AI N AH L AH S;
vesicovaginalis	vesicovaginalis	V EH Z IH K O V AE JH IH N AE L AH S;
vesicovaginorectal	vesicovaginorectal	V EH S IH K O V AH JH AI N O R EH K T AH L;
vesicovaginorectal	vesicovaginorectal	V EH Z IH K O V AE JH IH N O R EH K T AH L;
vesicovaginorectal	vesicovaginorectal	V EH Z IH K O V AH JH AI N AH R EH K T AH L;
videostroboscopic	videostroboscopic	V IH D I O S T R O B AA S K AA P IH K;
videostroboscopic	videostroboscopic	V IH D I O S T R O B AH S K AA P IH K;
videostroboscopic	videostroboscopic	V IH D I O S T R O B O S K AA P IH K;
vitaminosis	vitaminosis	V AI D AH M IH N O S AH S;
vitaminosis	vitaminosis	V AI T AH M IH N O S IH S;
vomerovaginal	vomerovaginal	V AA M EH R AH V IH JH AH N AH L;
vomerovaginal	vomerovaginal	V O M EH R O V AE JH IH N AH L;
vomerovaginal	vomerovaginal	V O M EH R O V AH JH AI N AH L;
vomerovaginalis	vomerovaginalis	V AA M EH R AH V AH JH AI N AE L AH S;
vomerovaginalis	vomerovaginalis	V O M EH R O V AE JH AH N AE L IH S;
vomerovaginalis	vomerovaginalis	V O M EH R O V AH JH AI N AH L AI Z;
vulvovaginal	vulvovaginal	V AH L V O V AE JH AH N AH L;
vulvovaginal	vulvovaginal	V AH L V O V AE JH IH N AH L;
vulvovaginal	vulvovaginal	V AH L V O V AH JH AI N AH L;
vulvovaginitis	vulvovaginitis	V AH L V O V AE JH AH N AI D AH S;
vulvovaginitis	vulvovaginitis	V AH L V O V AE JH AH N AI T IH S;
vulvovaginitis	vulvovaginitis	V AH L V O V AH JH AI N AH T IH S;
wechsler	wechsler	W EH K S L ER;
wechsler	wechsler	W EH SH L ER;
while away	while_away	H W AI L AH W EI;
while away	while_away	W AI L AH W EI;
whiled away	whiled_away	H W AI L D AH W EI;
whiled away	whiled_away	W AI L D AH W EI;
whiles away	whiles_away	H W AI L Z AH W EI;
whiles away	whiles_away	W AI L Z AH W EI;
whiling away	whiling_away	H W AI L IH NG AH W EI;
whiling away	whiling_away	W AI L IH NG AH W EI;
wound VAC	wound_vac	W U N D V AE K;
wound VAC	wound_vac	W UH N D V AE K;
xyloketose	xyloketose	Z AI L AH K I T O S;
xyloketose	xyloketose	Z AI L O K I T O S;
xylosus	xylosus	Z AI L O S AH S;
xylosus	xylosus	Z AI L O S IH S;
ycN0	y_c_n_0	W AI S I EH N Z IH R O;
ycN1	y_c_n_1	W AI S I EH N W AH N;
ycN2	y_c_n_2	W AI S I EH N T U;
ycN3	y_c_n_3	W AI S I EH N TH R I;
ycNX	y_c_n_x	W AI S I EH N EH K S;
ycT0	y_c_t_0	W AI S I T I Z IH R O;
ycT1	y_c_t_1	W AI S I T I W AH N;
ycT1a	y_c_t_1_a	W AI S I T I W AH N EI;
ycT1b	y_c_t_1_b	W AI S I T I W AH N B I;
ycT1c	y_c_t_1_c	W AI S I T I W AH N S I;
ycT2	y_c_t_2	W AI S I T I T U;
ycT3	y_c_t_3	W AI S I T I TH R I;
ycT4	y_c_t_4	W AI S I T I F AO R;
